date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:56:34	8298/8298	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:13:02%20GMT	https://us.sulwhasoo.com/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/cdn/shopifycloud/shopify/assets/shop_events_listener-61fa9e0a912c675e178777d2b27f6cbd482f8912a6b0aa31fa3515985a8cd626.js	(from https://us.sulwhasoo.com/)
09:56:35	62653/62653	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2020:25:36%20GMT	https://us.sulwhasoo.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://us.sulwhasoo.com/)
09:56:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Sep%202024%2002:56:36%20GMT	http://us.sulwhasoo.com/cdn/shop/t/741/assets/header-promo.min.css?v=77248724020826647821726068652	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/cdn/shop/t/741/assets/header-promo.minc67e.css	(from https://us.sulwhasoo.com/)
09:56:36	18762/18762	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2028%20Aug%202024%2017:30:06%20GMT	https://us.sulwhasoo.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.0.0.min.js	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.0.0.min.js	(from https://us.sulwhasoo.com/)
09:56:36	2089/2089	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Sep%202024%2015:59:41%20GMT	https://us.sulwhasoo.com/cdn/shop/t/741/assets/header-promo.min.css?v=77248724020826647821726068652	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/cdn/shop/t/741/assets/header-promo.minc67e.css	(from https://us.sulwhasoo.com/)
09:56:37	472046/472046	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:e32e58cd5ccb2a27aa140de243e47848%22	https://us.sulwhasoo.com/collections/best-k-beauty-products	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/collections/best-k-beauty-products.html	(from https://us.sulwhasoo.com/)
09:56:39	247296/247296	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:f4c336b7e20a52afea7bb162ae5c597c%22	https://us.sulwhasoo.com/products/first-care-activating-serum-vi-bukchon	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/products/first-care-activating-serum-vi-bukchon.html	(from https://us.sulwhasoo.com/)
09:56:40	253621/253621	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:a524b0ac479d302fe3e0e879f8cd5442%22	https://us.sulwhasoo.com/collections/korean-makeup	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/collections/korean-makeup.html	(from https://us.sulwhasoo.com/)
09:56:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Sep%202024%2002:56:41%20GMT	http://us.sulwhasoo.com/cdn/shop/files/SWS_Site_logo_Amber.png?v=1677003283&width=400	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/cdn/shop/files/SWS_Site_logo_Amber.3761a5.delayed	(from https://us.sulwhasoo.com/)
09:56:42	148881/148881	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:5a80207c603214954983f72c5edfd33a%22	https://us.sulwhasoo.com/pages/offers	C:/Users/hanie/OneDrive/Desktop/Ky-thuat-phan-mem/Project_A/theme/us.sulwhasoo.com/pages/offers.html	(from https://us.sulwhasoo.com/)
